StateName,StateAbbreviation,SiteNameOfficial,SiteCode,PatientPopulation
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Clinic -Aku,PF,125
Benue,BE,Oturkpo General Hospital,PO,965
Benue,BE,King of Kings Clinic and Maternity,QQ,1064
Benue,BE,Obarike-Ito General Hospital,RA,275
Benue,BE,Jor Maternal and Child Health Clinic,RM,47
Benue,BE,Sahara Clinic,SA,34
Benue,BE,Sankera General Hospital,SE,8461
Benue,BE,Sev-Av Foundation - Vandeikya,SF,2207
Benue,BE,Salem Hospital,SP,72
Benue,BE,Sev-Av Foundation - Gboko,SV,3402
Benue,BE,Tordonga Primary Health Center,TD,2526
Benue,BE,St. Thomas Hospital - Ihugh,TH,6733
Benue,BE,Tugudu Primary Health Centre,TJ,106
Benue,BE,Three Brothers Transport Hospital - Gboko,TP,1412
Benue,BE,Tse-Tiah Primary Health Centre,TT,61
Benue,BE,Tse-Agbaragba Primary Health Center,TU,53
Benue,BE,Vandekiya KP One Stop Shop,TV,179
Benue,BE,Ushakaa Hospital,UA,191
Benue,BE,Ugba General Hospital,UB,4039
Benue,BE,Multicare Hospital,UJ,110
Benue,BE,Ugba Comprehensive Health Center,UP,1801
Benue,BE,Bishop Murray Medical Center,UR,10731
Benue,BE,Otukpo Comprehensive Health Center,UT,692
Benue,BE,Uzer Local Government Health Center,UZ,915
Benue,BE,Avaa Gbande Memorial Clinic and Maternity,VA,415
Benue,BE,St. Vincents Hospital,VI,1921
Benue,BE,Vandeikya General Hospital,VK,423
Benue,BE,St. Vincent Aliade,VL,10869
Benue,BE,Mbagen Community Hospital - Abwa,WA,649
Benue,BE,Agwabi Primary Health Center,WB,218
Benue,BE,Woman Health Clinic and Maternity,WC,2464
Benue,BE,Wannune General Hospital,WG,4915
Benue,BE,Wannune General Hospital,WN,32
Benue,BE,Waapera Comprehensive Health Center,WP,65
Benue,BE,World Health System Sai,WR,1620
Benue,BE,Wuese Health Centre,WU,5
Benue,BE,Asukunya Primary Health Center,YA,217
Benue,BE,Yima Hospital,YL,115
Benue,BE,Nyam Ugbeh Clinic,YM,1787
Benue,BE,Tiortyu Local Government Health Center,YU,133
Benue,BE,St. Anthony's Hospital - Zaki Biam,ZB,11646
Benue,BE,Nazareth Hospital,ZH,58
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Hospital- Zaki Biam,ZI,8698
Borno,BO,"Nursing Home Maiduguri, Maiduguri",NH,1
Borno,BO,"State Specialist Hospital, Maiduguri",SM,2
Borno,BO,University of Maiduguri Teaching Hospital,UM,113
Ekiti,EK,Okesa Ekiti Comprehensive Health Center,CP,113
Ekiti,EK,"Federal Medical Center, Ido-Ekiti",DE,954
Ekiti,EK,"Ekiti State University Teaching Hospital, Ado-Ekiti",EK,1350
Ekiti,EK,Emure Ekiti General Hospital,EM,131
Ekiti,EK,Ijero Ekiti State Specialist Hospital,JE,145
Ekiti,EK,Ikere Ekiti State Specialist Hospital,KE,301
Ekiti,EK,Omuo Ekiti General Hospital,OM,144
Ekiti,EK,Oye Ekiti General Hospital,OY,82
Ekiti,EK,Ilawe Ekiti Comprehensive Health Center,WE,74
Ekiti,EK,General Hospital Iye,YE,33
Ekiti,EK,Iyin Ekiti General Hospital,YN,96
Enugu,EN,University of Nigeria Teaching Hospital,UN,12
Kaduna,KD,Ahmadu Bello University Teaching Hospital,AB,26
Lagos,LA,"Agboju Primary Health Centre ",AG,357
Lagos,LA,Ancilla Catholic Hospital,AN,360
Lagos,LA,"Akonwonjo Primary Health Centre ",AU,1
Lagos,LA,Christ the King Catholic Hospital - Akowonjo,CK,146
Lagos,LA,St. Kizito Catholic Clinic Eti Osa,ET,746
Lagos,LA,Okunraye Primary Health Center,EY,1
Lagos,LA,"Ifako Primary Health Centre ",FK,825
Lagos,LA,"Falomo Police Hospital ",FL,904
Lagos,LA,Alimosho General Hospital,GA,5657
Lagos,LA,"Gowon Estate Hospital - Ipaja    ",GE,109
Lagos,LA,Holy Family Hospital Lagos,HF,136
Lagos,LA,General Hospital Ifako Ijaiye,IF,3907
Lagos,LA,Ibeju-Lekki General Hospital,IL,1431
Lagos,LA,Ipaja Primary Health Centre,IP,515
Lagos,LA,"Iru Primary Health Centre ",IR,260
Lagos,LA,Ajeabo Primary Health Centre,JB,344
Lagos,LA,Lagos State University Teaching Hospital,LG,10120
Lagos,LA,Lakowe Primary Health Center,LH,1
Lagos,LA,St. Leo Medical Centre,LM,340
Lagos,LA,Lagos University Teaching Hospital (LUTH),LU,24061
Lagos,LA,68 Military Hospital (Nigerian Army Reference Hospital),MH,32
Lagos,LA,MOTHER THERESA MEDICAL CENTRE - IDIMU,MT,212
Lagos,LA,Mushin General Hospital,MU,2061
Lagos,LA,Nigerian Institute of Medical Research (NIMR),NM,40
Lagos,LA,Ojodu Primary Health Care,OJ,848
Lagos,LA,Onikan Women's Hospital,ON,6
Lagos,LA,Palm Avenue Primary Health Center,PV,632
Lagos,LA,"Mary the Queen Hospital - Akowonjo  ",QU,217
Lagos,LA,"Aregbesola Primary Health Centre ",RB,1593
Ogun,OG,Olabisi Onabanjo University Teaching Hospital (OOUTH),BJ,1901
Ogun,OG,Idi Iroko General Hospital,DR,429
Ogun,OG,Ifo General Hospital,FO,1629
Ogun,OG,"Federal Medical center, Abeokuta",FT,1831
Ogun,OG,Ita-Alapo Primary Health Center,IA,5
Ogun,OG,Imeko Primary Health Center,IE,13
Ogun,OG,Ijoko Primary Health Center,II,19
Ogun,OG,State Hospital - Ijebu Ode,IJ,5257
Ogun,OG,Jesus is Love and Power Catholic Hospital - Ifo,JF,13
Ogun,OG,Ogijo Primary Health Care,JG,159
Ogun,OG,St. Mary's Clinics - Ajilete,JL,275
Ogun,OG,"Sacred Heart Catholic Hospital, Lantoro",LT,3932
Ogun,OG,Ota Primary Health Center,OP,540
Ogun,OG,Ogere Primary Health Center - Ikenne,RQ,13
Ogun,OG,Specialist Hospital - Ilaro,SI,662
Ogun,OG,Isara State Hospital,SS,30
Ogun,OG,Isaga Owode Health Center,SW,300
Ogun,OG,Agbado Primary Health Care Center,VJ,188
Ogun,OG,Oba Ademola II Maternity Hospital,XJ,12
Ogun,OG,Oke-Ilewo Family Health Center,XK,16
Ogun,OG,Ita-Osu Primary Health Center,XL,6
Ogun,OG,Okeoyinbo Primary Health Center	,XO,12
Ogun,OG,Sabo Primary Health Care Center,XY,21
Ogun,OG,Olose Primary Health Center,XZ,38
Ogun,OG,Ayetoro General Hospital,YT,247
Ondo,ON,"Bolorunduro General Hospital ",BD,118
Ondo,ON,Oke Aro Basic Health Center,BH,1
Ondo,ON,"Mother and Child Hospital, Ondo",CM,63
Ondo,ON,Ido-Ani General Hospital,DA,35
Ondo,ON,Idanre General Hospital,DN,254
Ondo,ON,Iju Itaogbolu General Hospital,JO,145
Ondo,ON,Igbokoda General Hospital,KD,310
Ondo,ON,Ipe Akoko General Hospital,KO,109
Ondo,ON,"State Specialist Hospital, Ikare",KR,691
Ondo,ON,"State Specialist Hospital, Akure",KU,2836
Ondo,ON,Ile-Oluji General Hospital,LJ,139
Ondo,ON,"Model Comprehensive Health Centre, Ifon ",MF,37
Ondo,ON,Moferere-Oja Comprehensive Health Center,MJ,58
Ondo,ON,"Mother And Child Hospital, Akure ",ML,240
Ondo,ON,Irun Akoko General Hospital,NA,80
Ondo,ON,Oba-Ile Comprehensive Health Center,OB,46
Ondo,ON,"State Specialist Hospital, Ondo",OD,1359
Ondo,ON,Ore General Hospital,OR,1088
Ondo,ON,Okitipupa State Specialist Hospital,OT,661
Ondo,ON,"Federal Medical Centre, Owo",OW,1604
Ondo,ON,St. Catherine's Hospital - Iwaro-Oka,QC,542
Ondo,ON,Arakale Comprehensive Health Center,RK,325
Ondo,ON,Igbotako General Hospital,TA,30
Ondo,ON,St. Theresa's Catholic Health Center - Odo-Irele,TQ,5
Ondo,ON,Ode-Irele Comprehensive Health Center	,VQ,17
Ondo,ON,Iwaro-Oka General Hospital - Akoko,WK,173
Ondo,ON,Owo General Hospital,WO,225
Ondo,ON,Ifon Basic Health Centre,XE,84
Ondo,ON,Maria Mater Misericordiae Catholic Hospital - Oke-Idera,ZJ,37
Ondo,ON,Isaipen Basic Health Center,ZU,50
Osun,OS,Seventh Day Adventist Hospital Ile-Ife,DL,278
Osun,OS,Ede Specialist Hospital,ED,267
Osun,OS,Our Lady of Fatima Catholic Hospital - Jaleyemi,FC,296
Osun,OS,State Hospital Iwo,IW,439
Osun,OS,Ladoke Akintola University Teaching Hospital - Oshogbo,LQ,5031
Osun,OS,Obafemi Awolowo University Teaching Hospital (OAUTH) Complex,OA,1870
Osun,OS,Ila Orangun State Hospital,PL,134
Osun,OS,Ikire Specialist Hospital,SK,272
Oyo,OY,Molete Primary Health Centre,AC,3
Oyo,OY,Adeoyo Maternity Hospital,AD,4406
Oyo,OY,Aafin Primary Health Centre,AF,8
Oyo,OY,St. Anne's Anglican Hospital - Molete Ibadan,AS,427
Oyo,OY,Baptist Medical Center Saki,BM,1134
Oyo,OY,"St. Mary's Catholic Hospital, Eleta",EH,2514
Oyo,OY,Elekuro Primary Health Centre,EL,2
Oyo,OY,"General Hospital, Okeho",HO,413
Oyo,OY,"General Hospital, Iseyin",IS,501
Oyo,OY,Igbeti General Hospital,IT,333
Oyo,OY,Jericho Specialist Hospital,JH,12
Oyo,OY,"General Hospital, Kisi",KS,235
Oyo,OY,Our Lady's Catholic Hospital - Iseyin,LI,293
Oyo,OY,Ori Eru Primary Health Centre,OE,5
Oyo,OY,Adaramagbo Olomi Primary Health Center,OF,109
Oyo,OY,Ogbomosho State Hospital,OG,2049
Oyo,OY,Gambari Primary Health Center	,PP,106
Oyo,OY,Ring Road State Hospital,RS,12
Oyo,OY,University College Hospital,UC,25762
Oyo,OY,Alegongo Primary Health Center,VG,66
Oyo,OY,St. Peter's General Hospital - Aremo,WM,2
Oyo,OY,Adifase-Apata Primary Health Centre,WZ,3
Oyo,OY,Bashorun Oluwonla Primary Health Centre,XB,16
Oyo,OY,Ilora General Hospital,XF,11
Oyo,OY,Oba Adeyemi Primary Health Centre,XH,6
Oyo,OY,Ilora Primary Health Centre,XI,9
Oyo,OY,Omi Adio Primary Health Centre,XW,7
Oyo,OY,Okeadu Primary Health Center,YC,7
Oyo,OY,Idi Ogungun Primary Health Centre,ZD,2
Oyo,OY,"Iseke Maternity Centre, Oyo",ZT,3
Oyo,OY,Boluwaji Primary Health Centre,ZW,2
Plateau,PL,Angware General Hospital,AW,196
Plateau,PL,Barkin Ladi General Hospital,BL,2883
Plateau,PL,Bingham University Teaching Hospital,BU,5650
Plateau,PL,Amper Central Primary Health Care Center,CQ,23
Plateau,PL,Amper Model Primary Health Care Center,CW,3
Plateau,PL,Church of Christ in Nigeria (COCIN) Primary Health Center - Daffo,DF,3
Plateau,PL,Dengi General Hospital,DG,1214
Plateau,PL,Dadin Kowa Comprehensive Health Center,DK,781
Plateau,PL,Dokan Tofa Primary Health Center,DT,1
Plateau,PL,Church of Christ in Nigeria (COCIN) Primary Health Center - Shendam,DV,77
Plateau,PL,Evangelical Church of West Africa (ECWA) Comprehensive Hospital - Bukuru,EC,673
Plateau,PL,Evangelical Church of West Africa (ECWA) Health Clinic - Miango,EV,5
Plateau,PL,Faith Alive Foundation,FA,10145
Plateau,PL,Bene Clinic,FB,11
Plateau,PL,Town Clinic Primary Health Center,FD,3
Plateau,PL,General Hospital Langtang,GL,1
Plateau,PL,HWOLSHE MEDICAL CENTER,HW,1
Plateau,PL,Jos University Teaching Hospital,JU,37140
Plateau,PL,Kwalla General Hospital,KW,1493
Plateau,PL,Evangelical Church of West Africa (ECWA) Health Clinic - Tudun Wada,KZ,217
Plateau,PL,May Hospital - Shendam,MC,6
Plateau,PL,Mangu General Hospital,MG,1178
Plateau,PL,Mabudi Primary Health Care Center,MQ,17
Plateau,PL,Our Lady of Apostle (OLA) Hospital - Jos,OL,4931
Plateau,PL,Pankshin General Hospital,PK,2598
Plateau,PL,Plateau State Specialist Hospital,PS,7297
Plateau,PL,CCDP Hospital - Panyam,PY,2508
Plateau,PL,"Church of Christ in Nigeria (COCIN) Hospital and Rehabilitation Center, Mangu",RC,3968
Plateau,PL,Seventh Day Adventist (SDA) Hospital - Jengre,SD,1472
Plateau,PL,Shendam General Hospital,SH,5197
Plateau,PL,Solat Women Hospital,SL,1433
Plateau,PL,Tunkus General Hospital,TK,572
Plateau,PL,Shendam A Primary Health Center,UE,13
Plateau,PL,Demshin Primary Health Center,UF,1
Plateau,PL,Kerang Primary Health Center,UQ,1
Plateau,PL,St. Virgillus Catholic Rural Health Center,VC,963
Plateau,PL,Vom Christian Hospital,VH,1756
Plateau,PL,Tundun Wada Primary Health Center,VX,51
Plateau,PL,Wubang Primary Health Care Center,WQ,8
Plateau,PL,Bukuru Express Primary Health Center,XD,9
Plateau,PL,Bukuru Central Primary Health Centre,XP,8
Plateau,PL,Zamko Comprehensive Health Center,ZK,2834
Yobe,YO,"Federal Medical Center, Nguru",NU,3
