StateName,StateAbbreviation,SiteNameOfficial,SiteCode,PatientPopulation
Benue,BE,St. Gregory Health Center,GG,1205
Benue,BE,St. Michael Clinic,GI,2
Benue,BE,Obagaji General Hospital,GJ,96
Benue,BE,General Hospital Naka,GK,1860
Benue,BE,Makurdi General Hospital,GM,5081
Benue,BE,Mbagen Community Hospital - Abwa,GN,1671
Benue,BE,Gwarche Primary Health Centre,GP,135
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Comprehensive Health Center - Garagbohol,GR,952
Benue,BE,Igumale General Hospital,GU,210
Benue,BE,Tongov Primary Health Centre,GV,60
Benue,BE,Nakar Gwer West Comprehensive Health Center,GW,4827
Benue,BE,Mchia Local Government Health Center,HA,42
Benue,BE,Aboho Primary Health Centre,HB,84
Benue,BE,Gwer East KP One Stop Shop,HI,8
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Health Center - Uchi,HI,643
Benue,BE,Tse Akeme Primary Health Center,HJ,1
Benue,BE,Hope Hospital,HL,93
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Hospital - Anyiin,HN,6700
Benue,BE,Ihotu Clinic And Maternity,HT,81
Benue,BE,Anonghul Primary Health Center,HU,23
Benue,BE,Icheen Clinic and Maternity,IC,403
Benue,BE,Idekpa General Hospital,ID,291
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Comprehensive Health Center - Isherev,IN,83
Benue,BE,Ijadoga Otukpa General Hospital,JA,586
Benue,BE,Jordan Clinic and Maternity,JC,730
Benue,BE,Jirgba Primary Health Center,JI,240
Benue,BE,St. Joseph Maternity Clinic - Korinya,JK,1
Benue,BE,Jingir Primary Health Center,JN,1
Benue,BE,St. Joseph's Hospital-Ogobia,JS,575
Benue,BE,NKST Hospital Jato-Aka,JT,2234
Benue,BE,Jumota Health Clinic Tsuwe,JW,75
Benue,BE,Jolua Hospital,JX,61
Benue,BE,Kur Primary Health Center,KC,40
Benue,BE,King Cross Clinic and Maternity,KG,68
Benue,BE,Tse-Akiishi Primary Health Center,KI,140
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Hospital - Jato Aka Adikpo,KK,5736
Benue,BE,Adikpo Katsina-Ala Primary Health Centre,KL,246
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Hospital - Mkar,KM,18825
Benue,BE,Korinya Primary Health Center,KN,1270
Benue,BE,St. Mary's Hospital - Okpoga,KP,6090
Benue,BE,Ikumbur Memorial clinic,KQ,2
Benue,BE,Kusa Erem Agbeede Health Clinic,KX,5
Benue,BE,Leke Clinic and Maternity,LE,141
Benue,BE,St. Luke's Hospital,LK,69
Benue,BE,Luter Health Clinic,LR,1
Benue,BE,Lord Is Saviour Clinic and Maternity,LS,153
Benue,BE,Buruku KP One Stop Shop			,MB,3024
Benue,BE,St. Monica's Hospital -Adikpo,MD,11872
Benue,BE,May Memorial Hospital - Adoka,MP,62
Benue,BE,Fr. Mathias Clinic,MS,1695
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Hospital - Mbaakon,MV,1376
Benue,BE,Mercy Clinic,MX,69
Benue,BE,Myom Hospital - Gboko,MY,1406
Benue,BE,Northbank General Hospital,NB,548
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Clinic - Wannune,NC,1062
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Health Center - Gbe,NE,1066
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Primary Health Center - Kasar,NG,1
Benue,BE,St. Daniel Hospital,NI,217
Benue,BE,Atekombo Comprehensive Health Center,NJ,1212
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Health Center - Uchi,NK,377
Benue,BE,Mba Agberabu Primary Health Centre,NQ,11
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Clinic - Ishua,NS,1
Benue,BE,New Life Clinic and Maternity,NW,1
Benue,BE,Anzembe Clinic,NZ,122
Benue,BE,Onmba Aondo Comprehensive Health Center,OC,48
Benue,BE,Otia Hospital - Otukpo,OH,131
Benue,BE,Ugbokpo General Hospital,OK,370
Benue,BE,Oostra-Gum Clinic and Maternity,OS,752
Benue,BE,Progress Clinic,PC,30
Benue,BE,Kpe-Ambila Primary Health Centre,PE,386
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Clinic -Aku,PF,184
Benue,BE,Phesset Clinic,PH,4
Benue,BE,Kpiliki Clinic and Maternity,PI,1
Benue,BE,Oturkpo General Hospital,PO,1015
Benue,BE,Akputu  Primary Health Center,PU,29
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Primary Health Center - Anber,QD,4
Benue,BE,Ikose Primary Health Center,QK,27
Benue,BE,Queens Clinic,QN,51
Benue,BE,King of Kings Clinic and Maternity,QQ,1064
Benue,BE,Tor Tacha Primary Health Centre,QT,9
Benue,BE,Obarike-Ito General Hospital,RA,393
Benue,BE,Jor Maternal and Child Health Clinic,RM,225
Benue,BE,Royal Clinic and Maternity Wuese,RW,60
Benue,BE,Rahama Clinic and Maternity,RX,41
Benue,BE,Sahara Clinic,SA,34
Benue,BE,Salem Clinic - Gbor,SB,1
Benue,BE,Sankera General Hospital,SE,10175
Benue,BE,Sev-Av Foundation - Vandeikya,SF,2220
Benue,BE,Salem Hospital,SP,138
Benue,BE,Sandra Hospital,SQ,40
Benue,BE,Sev-Av Foundation - Gboko,SV,3402
Benue,BE,Tordonga Primary Health Center,TD,3186
Benue,BE,St. Thomas Hospital - Ihugh,TH,6847
Benue,BE,Tugudu Primary Health Centre,TJ,106
Benue,BE,Three Brothers Transport Hospital - Gboko,TP,1424
Benue,BE,Comprehensive Health Center Tse-Agbaragba			,TS,28
Benue,BE,Tse-Tiah Primary Health Centre,TT,61
Benue,BE,Tse-Agbaragba Primary Health Center,TU,53
Benue,BE,Vandeikya KP One Stop Shop -Virtual,TV,38
Benue,BE,Vandekiya KP One Stop Shop,TV,241
Benue,BE,Ushakaa Hospital,UA,332
Benue,BE,Ugba General Hospital,UB,4065
Benue,BE,Ugba General Hospital,UG,124
Benue,BE,Multicare Hospital,UJ,127
Benue,BE,Ugba Comprehensive Health Center,UP,2042
Benue,BE,Bishop Murray Medical Center,UR,10759
Benue,BE,Otukpo Comprehensive Health Center,UT,692
Benue,BE,Uzer Local Government Health Center,UZ,2641
Benue,BE,Avaa Gbande Memorial Clinic and Maternity,VA,418
Benue,BE,St. Vincents Hospital,VI,1969
Benue,BE,Vandeikya General Hospital,VK,1014
Benue,BE,St. Vincent Aliade,VL,10869
Benue,BE,Mbagen Community Hospital - Abwa,WA,769
Benue,BE,Agwabi Primary Health Center,WB,237
Benue,BE,Woma Clinic and Maternity,WC,2464
Benue,BE,Wende Primary Health Center,WD,19
Benue,BE,Akumator Health Centre,WF,43
Benue,BE,Wannune General Hospital,WG,4921
Benue,BE,Farmter Clinic Abeda,WL,443
Benue,BE,Wannune General Hospital,WN,42
Benue,BE,Waapera Comprehensive Health Center,WP,174
Benue,BE,World Health System Sai,WR,1620
Benue,BE,Wuese Health Centre,WU,5
Benue,BE,Live Clinic		,WW,46
Benue,BE,Asukunya Primary Health Center,YA,217
Benue,BE,Tordoo Clinic,YH,21
Benue,BE,Yaakar Comprehensive Health Center,YK,130
Benue,BE,Yima Hospital,YL,247
Benue,BE,Nyam Ugbeh Clinic,YM,2144
Benue,BE,Tiortyu Local Government Health Center,YU,133
Benue,BE,St. Anthony's Hospital - Zaki Biam,ZB,12063
Benue,BE,Nazareth Hospital,ZH,81
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Hospital- Zaki Biam,ZI,8698
Benue,BE,Ukum KP One Stop Shop,ZM,1
Borno,BO,"Nursing Home Maiduguri, Maiduguri",NH,1
Borno,BO,"State Specialist Hospital, Maiduguri",SM,61
Borno,BO,University of Maiduguri Teaching Hospital,UM,118
Ekiti,EK,Okesa Ekiti Comprehensive Health Center,CP,113
Ekiti,EK,"Federal Medical Center, Ido-Ekiti",DE,968
Ekiti,EK,"Ekiti State University Teaching Hospital, Ado-Ekiti",EK,1356
Ekiti,EK,Emure Ekiti General Hospital,EM,133
Ekiti,EK,Ijero Ekiti State Specialist Hospital,JE,150
Ekiti,EK,Ikere Ekiti State Specialist Hospital,KE,301
Ekiti,EK,Omuo Ekiti General Hospital,OM,156
Ekiti,EK,Oye Ekiti General Hospital,OY,85
Ekiti,EK,Ilawe Ekiti Comprehensive Health Center,WE,74
Ekiti,EK,General Hospital Iye,YE,44
Ekiti,EK,Iyin Ekiti General Hospital,YN,100
Enugu,EN,University of Nigeria Teaching Hospital,UN,44
Kaduna,KD,Ahmadu Bello University Teaching Hospital,AB,62
Lagos,LA,"Agboju Primary Health Centre ",AG,376
Lagos,LA,Ancilla Catholic Hospital,AN,362
Lagos,LA,"Akonwonjo Primary Health Centre ",AU,27
Lagos,LA,Christ the King Catholic Hospital - Akowonjo,CK,146
Lagos,LA,COUNTY HOSPITAL,CR,17
Lagos,LA,Cele Apata Primary Health Center,CX,4
Lagos,LA,Egan Primary Health Center,EG,9
Lagos,LA,Ikeja Primary Health Center,EJ,70
Lagos,LA,General Hospital Epe,EP,7
Lagos,LA,St. Kizito Catholic Clinic Eti Osa,ET,746
Lagos,LA,Okunraye Primary Health Center,EY,7
Lagos,LA,Adefemi Hospital,FH,34
Lagos,LA,"Ifako Primary Health Centre ",FK,828
Lagos,LA,"Falomo Police Hospital ",FL,927
Lagos,LA,Festac Primary Health Center,FX,34
Lagos,LA,Alimosho General Hospital,GA,5857
Lagos,LA,"Gowon Estate Hospital - Ipaja    ",GE,114
Lagos,LA,Aguda Primary Health Center,GF,3
Lagos,LA,Agodo Primary Health Center,GO,83
Lagos,LA,General Hospital Isolo,GS,8
Lagos,LA,Adeniyi Jones Millennium Development Goal (MDG) Primary Health Center,GT,14
Lagos,LA,Holy Family Hospital Lagos,HF,136
Lagos,LA,HAMKAD  HOSPITAL,HK,2
Lagos,LA,HILL STAR HOSPITAL,HV,83
Lagos,LA,Ogbomoshotedo Primary Health Center,HZ,2
Lagos,LA,General Hospital Ifako Ijaiye,IF,3923
Lagos,LA,Isheri Oshun Primary Health Center,IH,14
Lagos,LA,Ibeju-Lekki General Hospital,IL,1490
Lagos,LA,Ipaja Primary Health Centre,IP,515
Lagos,LA,"Iru Primary Health Centre ",IR,261
Lagos,LA,Ajeabo Primary Health Centre,JB,361
Lagos,LA,Ojokoro Primary Health Center,JP,8
Lagos,LA,Heartland Alliance Ilupeju OSS			,LA,73
Lagos,LA,Obalende Primary Health Center,LB,38
Lagos,LA,Lagos State University Teaching Hospital,LG,10139
Lagos,LA,Lakowe Primary Health Center,LH,1
Lagos,LA,St. Leo Medical Centre,LM,335
Lagos,LA,Lagoon Hospital Ikeja,LN,4
Lagos,LA,Ajegunle-Ilo Primary Health Center,LP,16
Lagos,LA,Lagos University Teaching Hospital (LUTH),LU,23976
Lagos,LA,68 Military Hospital (Nigerian Army Reference Hospital),MH,32
Lagos,LA,MOTHER THERESA MEDICAL CENTRE - IDIMU,MT,213
Lagos,LA,Mushin General Hospital,MU,2061
Lagos,LA,BMM HOSPITAL,MZ,75
Lagos,LA,Nigerian Institute of Medical Research (NIMR),NM,81
Lagos,LA,Oke-Ira Primary Health Center,OI,4
Lagos,LA,Ojodu Primary Health Care,OJ,883
Lagos,LA,Onikan Women's Hospital,ON,6
Lagos,LA,Ogba-Oluwole Primary Health Center,OO,71
Lagos,LA,Igbo-Efon Primary Health Center,OZ,87
Lagos,LA,"Akinyele Primary Health Centre ",PR,18
Lagos,LA,Ikate Primary Health Center,PT,68
Lagos,LA,Palm Avenue Primary Health Center,PV,624
Lagos,LA,"Mary the Queen Hospital - Akowonjo  ",QU,217
Lagos,LA,"Aregbesola Primary Health Centre ",RB,1728
Lagos,LA,DURO SOLEYE HOSPITAL,RD,14
Lagos,LA,El-Rhema Vision Hospital - Gowon Estate,RH,3
Lagos,LA,Aboru Primary Health Center,RO,37
Lagos,LA,Okerube Primary Health Center,RU,6
Lagos,LA,Regina Mundi Hospital,RZ,169
Lagos,LA,Isolo Road Primary Health Center,SJ,15
Lagos,LA,St. Kizito Clinic Surulere,SU,13
Lagos,LA,St. Joseph Mission Clinic Kirikiri,SY,65
Lagos,LA,UPTOWN MEDICAL CENTER,WT,3
Lagos,LA,Agbado Primary Health Care Center,WV,36
Lagos,LA,Olusosun Primary Health Center,XU,15
Lagos,LA,Ayobo Primary Health Centre,YP,11
Lagos,LA,Awoyaya Primary Health Center,YY,7
Lagos,LA,Wasimi Primary Health Center,ZV,8
Ogun,OG,Babcock University Teaching Hospital (BUTH),BB,12
Ogun,OG,Olabisi Onabanjo University Teaching Hospital (OOUTH),BJ,1908
Ogun,OG,Idi Iroko General Hospital,DR,428
Ogun,OG,Ifo General Hospital,FO,1755
Ogun,OG,"Federal Medical center, Abeokuta",FT,1895
Ogun,OG,Ita-Alapo Primary Health Center,IA,5
Ogun,OG,Imeko Primary Health Center,IE,13
Ogun,OG,Ijoko Primary Health Center,II,210
Ogun,OG,State Hospital - Ijebu Ode,IJ,5549
Ogun,OG,Jesus is Love and Power Catholic Hospital - Ifo,JF,41
Ogun,OG,Ogijo Primary Health Care,JG,159
Ogun,OG,St. Mary's Clinics - Ajilete,JL,275
Ogun,OG,"Sacred Heart Catholic Hospital, Lantoro",LT,3924
Ogun,OG,Ota Primary Health Center,OP,534
Ogun,OG,Ogere Primary Health Center - Ikenne,RQ,13
Ogun,OG,Specialist Hospital - Ilaro,SI,660
Ogun,OG,Isara State Hospital,SS,30
Ogun,OG,Isaga Owode Health Center,SW,300
Ogun,OG,Makun Primary Health Care,UD,25
Ogun,OG,Agbado Primary Health Care Center,VJ,203
Ogun,OG,Oba Ademola II Maternity Hospital,XJ,53
Ogun,OG,Oke-Ilewo Family Health Center,XK,16
Ogun,OG,Ita-Osu Primary Health Center,XL,29
Ogun,OG,Okeoyinbo Primary Health Center	,XO,2247
Ogun,OG,Sabo Primary Health Care Center,XY,21
Ogun,OG,Olose Primary Health Center,XZ,39
Ogun,OG,Ayetoro General Hospital,YT,272
Ondo,ON,"Bolorunduro General Hospital ",BD,118
Ondo,ON,Oke Aro Basic Health Center,BH,4
Ondo,ON,"Mother and Child Hospital, Ondo",CM,224
Ondo,ON,Ido-Ani General Hospital,DA,35
Ondo,ON,Idanre General Hospital,DN,260
Ondo,ON,Iju Itaogbolu General Hospital,JO,172
Ondo,ON,Igbokoda General Hospital,KD,321
Ondo,ON,Ipe Akoko General Hospital,KO,114
Ondo,ON,"State Specialist Hospital, Ikare",KR,791
Ondo,ON,"State Specialist Hospital, Akure",KU,3040
Ondo,ON,Ile-Oluji General Hospital,LJ,184
Ondo,ON,"Model Comprehensive Health Centre, Ifon ",MF,38
Ondo,ON,Moferere-Oja Comprehensive Health Center,MJ,58
Ondo,ON,"Mother And Child Hospital, Akure ",ML,248
Ondo,ON,Irun Akoko General Hospital,NA,80
Ondo,ON,Iju-Odo National Primary Health Center,NP,291
Ondo,ON,Oba-Ile Comprehensive Health Center,OB,46
Ondo,ON,"State Specialist Hospital, Ondo",OD,1365
Ondo,ON,Ore General Hospital,OR,1142
Ondo,ON,Okitipupa State Specialist Hospital,OT,690
Ondo,ON,"Federal Medical Centre, Owo",OW,1611
Ondo,ON,St. Catherine's Hospital - Iwaro-Oka,QC,542
Ondo,ON,Error,QCCCCC,15
Ondo,ON,Arakale Comprehensive Health Center,RK,345
Ondo,ON,Igbotako General Hospital,TA,67
Ondo,ON,St. Theresa's Catholic Health Center - Odo-Irele,TQ,5
Ondo,ON,Ode-Irele Comprehensive Health Center	,VQ,46
Ondo,ON,Iwaro-Oka General Hospital - Akoko,WK,188
Ondo,ON,Owo General Hospital,WO,230
Ondo,ON,Ifon Basic Health Centre,XE,84
Ondo,ON,Maria Mater Misericordiae Catholic Hospital - Oke-Idera,ZJ,37
Ondo,ON,Isaipen Basic Health Center,ZU,50
Osun,OS,Seventh Day Adventist Hospital Ile-Ife,DL,340
Osun,OS,Ede Specialist Hospital,ED,285
Osun,OS,Our Lady of Fatima Catholic Hospital - Jaleyemi,FC,300
Osun,OS,State Hospital Iwo,IW,497
Osun,OS,Ladoke Akintola University Teaching Hospital - Oshogbo,LQ,5106
Osun,OS,Obafemi Awolowo University Teaching Hospital (OAUTH) Complex,OA,2164
Osun,OS,Ila Orangun State Hospital,PL,205
Osun,OS,Omoda Primary Health Center,QV,130
Osun,OS,Ikire Specialist Hospital,SK,291
Osun,OS,Wesley Guild Hospital Ilesha,WS,176
Osun,OS,Obajoko Ila Primary Health Care	,YV,35
Osun,OS,St. Zeno Catholic Hospital-Iwo,ZL,87
Oyo,OY,Baabo Primary Health Center,AA,14
Oyo,OY,Molete Primary Health Centre,AC,3
Oyo,OY,Adeoyo Maternity Hospital,AD,4689
Oyo,OY,Aafin Primary Health Centre,AF,17
Oyo,OY,St. Anne's Anglican Hospital - Molete Ibadan,AS,451
Oyo,OY,Ogbooro Primary Health Center,BF,23
Oyo,OY,Baptist Medical Center Saki,BM,1136
Oyo,OY,Ikose Primary Health Center	,BQ,1
Oyo,OY,Aba Emu Primary Health Centre,EF,18
Oyo,OY,"St. Mary's Catholic Hospital, Eleta",EH,2586
Oyo,OY,Elekuro Primary Health Centre,EL,34
Oyo,OY,Awotunde Olosunde Primary Health Centre,FE,2
Oyo,OY,"General Hospital, Okeho",HO,585
Oyo,OY,"General Hospital, Iseyin",IS,508
Oyo,OY,Igbeti General Hospital,IT,428
Oyo,OY,Jericho Specialist Hospital,JH,15
Oyo,OY,Igboho General Hospital,JQ,40
Oyo,OY,"General Hospital, Kisi",KS,242
Oyo,OY,Our Lady's Catholic Hospital - Iseyin,LI,301
Oyo,OY,Bodija Olive Primary Health Center	,LO,2
Oyo,OY,Ori Eru Primary Health Centre,OE,21
Oyo,OY,Adaramagbo Olomi Primary Health Center,OF,135
Oyo,OY,Ogbomosho State Hospital,OG,2137
Oyo,OY,Olorunsogo Model Primary Health Center,OQ,174
Oyo,OY,Otu Comprehensive Health Centre,OX,9
Oyo,OY,Gambari Primary Health Center	,PP,131
Oyo,OY,Alapafon Primary Health Center,PQ,32
Oyo,OY,Apete Primary Health Centre,PW,8
Oyo,OY,Ipapo Primary Health Centre,PX,167
Oyo,OY,Shasha Primary Health Center,QE,6
Oyo,OY,Katangua Primary Health Center,QG,29
Oyo,OY,Agbongbon Health Centre,QI,19
Oyo,OY,Odinjo Primary Health Centre,QX,71
Oyo,OY,Ring Road State Hospital,RS,140
Oyo,OY,University College Hospital,UC,25790
Oyo,OY,Alegongo Primary Health Center,VG,81
Oyo,OY,Alhaja Sarat Adesina Health Center - Ogbere Baba	,VS,4
Oyo,OY,Ojaigbo (Ibrahim Taiwo) Primary Health Center,VT,113
Oyo,OY,Iwo Road Primary Health Centre,WI,1
Oyo,OY,St. Peter's General Hospital - Aremo,WM,2
Oyo,OY,Adifase-Apata Primary Health Centre,WZ,151
Oyo,OY,Adebayo Alata Primary Health Centre,XA,1
Oyo,OY,Bashorun Oluwonla Primary Health Centre,XB,30
Oyo,OY,Ilora General Hospital,XF,144
Oyo,OY,Abogunde Baaki Health Centre,XG,4
Oyo,OY,Oba Adeyemi Primary Health Centre,XH,6
Oyo,OY,Ilora Primary Health Centre,XI,75
Oyo,OY,Monatan Primary Health Centre,XM,2
Oyo,OY,Iresa Adu Primary Health Centre,XQ,106
Oyo,OY,Ojoo Primary Health Centre,XR,38
Oyo,OY,Isale Taba Model Primary Health Centre,XT,12
Oyo,OY,Omi Adio Primary Health Centre,XW,7
Oyo,OY,Okeadu Primary Health Center,YC,64
Oyo,OY,Oniyanrin Primary Health Centre,YR,17
Oyo,OY,Ayeye Maternity Health Center,YW,7
Oyo,OY,Idi Ogungun Primary Health Centre,ZD,2
Oyo,OY,Aperin Oniyere Primary Health Centre,ZP,53
Oyo,OY,"Iseke Maternity Centre, Oyo",ZT,29
Oyo,OY,Boluwaji Primary Health Centre,ZW,2
Oyo,OY,Moniya Primary Health Centre,ZY,68
Plateau,PL,Angware General Hospital,AW,201
Plateau,PL,Barkin Ladi General Hospital,BL,2975
Plateau,PL,Bingham University Teaching Hospital,BU,5609
Plateau,PL,Amper Central Primary Health Care Center,CQ,23
Plateau,PL,Amper Model Primary Health Care Center,CW,3
Plateau,PL,Church of Christ in Nigeria (COCIN) Primary Health Center - Daffo,DF,7
Plateau,PL,Dengi General Hospital,DG,1226
Plateau,PL,Dadin Kowa Comprehensive Health Center,DK,792
Plateau,PL,Dokan Tofa Primary Health Center,DT,1
Plateau,PL,Church of Christ in Nigeria (COCIN) Primary Health Center - Shendam,DV,78
Plateau,PL,Dawaki Primary Health Care Center,DW,31
Plateau,PL,Evangelical Church of West Africa (ECWA) Comprehensive Hospital - Bukuru,EC,683
Plateau,PL,Evangelical Church of West Africa (ECWA) Health Clinic - Miango,EV,5
Plateau,PL,Faith Alive Foundation,FA,9988
Plateau,PL,Bene Clinic,FB,11
Plateau,PL,Town Clinic Primary Health Center,FD,81
Plateau,PL,COMPREHENSIVE HEALTH CENTER JUTH GINDIRI,GD,14
Plateau,PL,General Hospital Langtang,GL,1
Plateau,PL,HWOLSHE MEDICAL CENTER,HW,1
Plateau,PL,Jos University Teaching Hospital,JU,36812
Plateau,PL,Kwalla General Hospital,KW,1527
Plateau,PL,Evangelical Church of West Africa (ECWA) Health Clinic - Tudun Wada,KZ,217
Plateau,PL,May Hospital - Shendam,MC,258
Plateau,PL,Mangu General Hospital,MG,1232
Plateau,PL,Mabudi Primary Health Care Center,MQ,17
Plateau,PL,Our Lady of Apostle (OLA) Hospital - Jos,OL,4958
Plateau,PL,Pankshin General Hospital,PK,2669
Plateau,PL,Plateau State Specialist Hospital,PS,7207
Plateau,PL,CCDP Hospital - Panyam,PY,2530
Plateau,PL,Shendam B Primary Health Center,QB,23
Plateau,PL,"Church of Christ in Nigeria (COCIN) Hospital and Rehabilitation Center, Mangu",RC,3984
Plateau,PL,Seventh Day Adventist (SDA) Hospital - Jengre,SD,1474
Plateau,PL,Shendam General Hospital,SH,5219
Plateau,PL,Solat Women Hospital,SL,1433
Plateau,PL,Tunkus General Hospital,TK,597
Plateau,PL,Shendam A Primary Health Center,UE,13
Plateau,PL,Demshin Primary Health Center,UF,1
Plateau,PL,Kerang Primary Health Center,UQ,1
Plateau,PL,St. Virgillus Catholic Rural Health Center,VC,993
Plateau,PL,Vom Christian Hospital,VH,1778
Plateau,PL,Tundun Wada Primary Health Center,VX,58
Plateau,PL,Wubang Primary Health Care Center,WQ,8
Plateau,PL,Rayfield Primary Health Center,XC,40
Plateau,PL,Bukuru Express Primary Health Center,XD,16
Plateau,PL,Bukuru Central Primary Health Centre,XP,9
Plateau,PL,Yelwa East Primary Health Center,YQ,11
Plateau,PL,OUR LADY OF APOSTLES ZAWAN,ZA,7
Plateau,PL,Gumsher Primary Health Care Center,ZG,16
Plateau,PL,Zamko Comprehensive Health Center,ZK,2905
Yobe,YO,"Federal Medical Center, Nguru",NU,3
