StateName,StateAbbreviation,SiteNameOfficial,SiteCode,PatientPopulation
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Clinic -Aku,PF,123
Benue,BE,Oturkpo General Hospital,PO,961
Benue,BE,King of Kings Clinic and Maternity,QQ,156
Benue,BE,Jor Maternal and Child Health Clinic,RM,47
Benue,BE,Sahara Clinic,SA,17
Benue,BE,Sankera General Hospital,SE,2846
Benue,BE,Sev-Av Foundation - Gboko,SV,922
Benue,BE,Tordonga Primary Health Center,TD,1853
Benue,BE,St. Thomas Hospital - Ihugh,TH,10
Benue,BE,Three Brothers Transport Hospital - Gboko,TP,676
Benue,BE,Tse-Agbaragba Primary Health Center,TU,53
Benue,BE,Ushakaa Hospital,UA,189
Benue,BE,Ugba General Hospital,UB,1264
Benue,BE,Multicare Hospital,UJ,108
Benue,BE,Ugba Comprehensive Health Center,UP,390
Benue,BE,Bishop Murray Medical Center,UR,3556
Benue,BE,Uzer Local Government Health Center,UZ,902
Benue,BE,Avaa Gbande Memorial Clinic and Maternity,VA,8
Benue,BE,St. Vincents Hospital,VI,1848
Benue,BE,Vandeikya General Hospital,VK,416
Benue,BE,St. Vincent Aliade,VL,2311
Benue,BE,Mbagen Community Hospital - Abwa,WA,645
Benue,BE,Agwabi Primary Health Center,WB,212
Benue,BE,Woman Health Clinic and Maternity,WC,596
Benue,BE,Wannune General Hospital,WG,1890
Benue,BE,Wannune General Hospital,WN,31
Benue,BE,Waapera Comprehensive Health Center,WP,65
Benue,BE,World Health System Sai,WR,957
Benue,BE,Asukunya Primary Health Center,YA,64
Benue,BE,Yima Hospital,YL,115
Benue,BE,Nyam Ugbeh Clinic,YM,942
Benue,BE,Tiortyu Local Government Health Center,YU,26
Benue,BE,St. Anthony's Hospital - Zaki Biam,ZB,2196
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Hospital- Zaki Biam,ZI,2287
Borno,BO,University of Maiduguri Teaching Hospital,UM,17
Ekiti,EK,Okesa Ekiti Comprehensive Health Center,CP,96
Ekiti,EK,"Federal Medical Center, Ido-Ekiti",DE,688
Ekiti,EK,"Ekiti State University Teaching Hospital, Ado-Ekiti",EK,1142
Ekiti,EK,Emure Ekiti General Hospital,EM,105
Ekiti,EK,Ijero Ekiti State Specialist Hospital,JE,112
Ekiti,EK,Ikere Ekiti State Specialist Hospital,KE,243
Ekiti,EK,Omuo Ekiti General Hospital,OM,98
Ekiti,EK,Oye Ekiti General Hospital,OY,53
Ekiti,EK,Ilawe Ekiti Comprehensive Health Center,WE,61
Ekiti,EK,General Hospital Iye,YE,21
Ekiti,EK,Iyin Ekiti General Hospital,YN,66
Enugu,EN,University of Nigeria Teaching Hospital,UN,2
Kaduna,KD,Ahmadu Bello University Teaching Hospital,AB,6
Lagos,LA,"Agboju Primary Health Centre ",AG,119
Lagos,LA,Ancilla Catholic Hospital,AN,150
Lagos,LA,Christ the King Catholic Hospital - Akowonjo,CK,88
Lagos,LA,St. Kizito Catholic Clinic Eti Osa,ET,370
Lagos,LA,"Ifako Primary Health Centre ",FK,321
Lagos,LA,"Falomo Police Hospital ",FL,214
Lagos,LA,Alimosho General Hospital,GA,2249
Lagos,LA,"Gowon Estate Hospital - Ipaja    ",GE,72
Lagos,LA,Holy Family Hospital Lagos,HF,136
Lagos,LA,General Hospital Ifako Ijaiye,IF,1413
Lagos,LA,Ibeju-Lekki General Hospital,IL,852
Lagos,LA,Ipaja Primary Health Centre,IP,122
Lagos,LA,"Iru Primary Health Centre ",IR,76
Lagos,LA,Ajeabo Primary Health Centre,JB,138
Lagos,LA,Lagos State University Teaching Hospital,LG,4341
Lagos,LA,St. Leo Medical Centre,LM,44
Lagos,LA,Lagos University Teaching Hospital (LUTH),LU,5275
Lagos,LA,68 Military Hospital (Nigerian Army Reference Hospital),MH,7
Lagos,LA,MOTHER THERESA MEDICAL CENTRE - IDIMU,MT,64
Lagos,LA,Mushin General Hospital,MU,635
Lagos,LA,Nigerian Institute of Medical Research (NIMR),NM,6
Lagos,LA,Ojodu Primary Health Care,OJ,427
Lagos,LA,Palm Avenue Primary Health Center,PV,178
Lagos,LA,"Mary the Queen Hospital - Akowonjo  ",QU,56
Lagos,LA,"Aregbesola Primary Health Centre ",RB,606
Ogun,OG,Olabisi Onabanjo University Teaching Hospital (OOUTH),BJ,977
Ogun,OG,Idi Iroko General Hospital,DR,182
Ogun,OG,Ifo General Hospital,FO,1231
Ogun,OG,"Federal Medical center, Abeokuta",FT,1076
Ogun,OG,Ita-Alapo Primary Health Center,IA,1
Ogun,OG,Ijoko Primary Health Center,II,6
Ogun,OG,State Hospital - Ijebu Ode,IJ,1738
Ogun,OG,Jesus is Love and Power Catholic Hospital - Ifo,JF,3
Ogun,OG,Ogijo Primary Health Care,JG,104
Ogun,OG,St. Mary's Clinics - Ajilete,JL,56
Ogun,OG,"Sacred Heart Catholic Hospital, Lantoro",LT,1462
Ogun,OG,Ota Primary Health Center,OP,223
Ogun,OG,Ogere Primary Health Center - Ikenne,RQ,1
Ogun,OG,Specialist Hospital - Ilaro,SI,372
Ogun,OG,Isara State Hospital,SS,1
Ogun,OG,Isaga Owode Health Center,SW,123
Ogun,OG,Agbado Primary Health Care Center,VJ,44
Ogun,OG,Oke-Ilewo Family Health Center,XK,2
Ogun,OG,Ita-Osu Primary Health Center,XL,3
Ogun,OG,Sabo Primary Health Care Center,XY,2
Ogun,OG,Olose Primary Health Center,XZ,13
Ogun,OG,Ayetoro General Hospital,YT,13
Ondo,ON,"Bolorunduro General Hospital ",BD,8
Ondo,ON,"Mother and Child Hospital, Ondo",CM,19
Ondo,ON,Ido-Ani General Hospital,DA,9
Ondo,ON,Idanre General Hospital,DN,170
Ondo,ON,Iju Itaogbolu General Hospital,JO,77
Ondo,ON,Igbokoda General Hospital,KD,108
Ondo,ON,Ipe Akoko General Hospital,KO,32
Ondo,ON,"State Specialist Hospital, Ikare",KR,490
Ondo,ON,"State Specialist Hospital, Akure",KU,1836
Ondo,ON,Ile-Oluji General Hospital,LJ,44
Ondo,ON,"Model Comprehensive Health Centre, Ifon ",MF,7
Ondo,ON,Moferere-Oja Comprehensive Health Center,MJ,1
Ondo,ON,"Mother And Child Hospital, Akure ",ML,186
Ondo,ON,Irun Akoko General Hospital,NA,51
Ondo,ON,Oba-Ile Comprehensive Health Center,OB,25
Ondo,ON,"State Specialist Hospital, Ondo",OD,564
Ondo,ON,Ore General Hospital,OR,687
Ondo,ON,Okitipupa State Specialist Hospital,OT,429
Ondo,ON,"Federal Medical Centre, Owo",OW,1199
Ondo,ON,St. Catherine's Hospital - Iwaro-Oka,QC,2
Ondo,ON,Arakale Comprehensive Health Center,RK,231
Ondo,ON,Igbotako General Hospital,TA,9
Ondo,ON,St. Theresa's Catholic Health Center - Odo-Irele,TQ,1
Ondo,ON,Ode-Irele Comprehensive Health Center	,VQ,17
Ondo,ON,Iwaro-Oka General Hospital - Akoko,WK,101
Ondo,ON,Owo General Hospital,WO,170
Ondo,ON,Ifon Basic Health Centre,XE,20
Ondo,ON,Maria Mater Misericordiae Catholic Hospital - Oke-Idera,ZJ,3
Ondo,ON,Isaipen Basic Health Center,ZU,25
Osun,OS,Seventh Day Adventist Hospital Ile-Ife,DL,159
Osun,OS,Ede Specialist Hospital,ED,156
Osun,OS,Our Lady of Fatima Catholic Hospital - Jaleyemi,FC,73
Osun,OS,State Hospital Iwo,IW,261
Osun,OS,Ladoke Akintola University Teaching Hospital - Oshogbo,LQ,1206
Osun,OS,Obafemi Awolowo University Teaching Hospital (OAUTH) Complex,OA,1269
Osun,OS,Ila Orangun State Hospital,PL,1
Osun,OS,Ikire Specialist Hospital,SK,106
Oyo,OY,Molete Primary Health Centre,AC,3
Oyo,OY,Adeoyo Maternity Hospital,AD,2567
Oyo,OY,Aafin Primary Health Centre,AF,8
Oyo,OY,St. Anne's Anglican Hospital - Molete Ibadan,AS,342
Oyo,OY,Baptist Medical Center Saki,BM,154
Oyo,OY,"St. Mary's Catholic Hospital, Eleta",EH,282
Oyo,OY,Elekuro Primary Health Centre,EL,2
Oyo,OY,"General Hospital, Okeho",HO,297
Oyo,OY,"General Hospital, Iseyin",IS,403
Oyo,OY,Igbeti General Hospital,IT,142
Oyo,OY,Jericho Specialist Hospital,JH,11
Oyo,OY,"General Hospital, Kisi",KS,111
Oyo,OY,Our Lady's Catholic Hospital - Iseyin,LI,249
Oyo,OY,Ori Eru Primary Health Centre,OE,5
Oyo,OY,Adaramagbo Olomi Primary Health Center,OF,93
Oyo,OY,Ogbomosho State Hospital,OG,855
Oyo,OY,Gambari Primary Health Center	,PP,103
Oyo,OY,Ring Road State Hospital,RS,12
Oyo,OY,University College Hospital,UC,3044
Oyo,OY,Alegongo Primary Health Center,VG,66
Oyo,OY,St. Peter's General Hospital - Aremo,WM,2
Oyo,OY,Adifase-Apata Primary Health Centre,WZ,3
Oyo,OY,Bashorun Oluwonla Primary Health Centre,XB,16
Oyo,OY,Ilora General Hospital,XF,11
Oyo,OY,Oba Adeyemi Primary Health Centre,XH,6
Oyo,OY,Ilora Primary Health Centre,XI,8
Oyo,OY,Omi Adio Primary Health Centre,XW,7
Oyo,OY,Okeadu Primary Health Center,YC,7
Oyo,OY,Idi Ogungun Primary Health Centre,ZD,2
Oyo,OY,"Iseke Maternity Centre, Oyo",ZT,3
Oyo,OY,Boluwaji Primary Health Centre,ZW,2
Plateau,PL,Angware General Hospital,AW,94
Plateau,PL,Barkin Ladi General Hospital,BL,1114
Plateau,PL,Bingham University Teaching Hospital,BU,2719
Plateau,PL,Amper Central Primary Health Care Center,CQ,22
Plateau,PL,Amper Model Primary Health Care Center,CW,3
Plateau,PL,Church of Christ in Nigeria (COCIN) Primary Health Center - Daffo,DF,3
Plateau,PL,Dengi General Hospital,DG,745
Plateau,PL,Dadin Kowa Comprehensive Health Center,DK,285
Plateau,PL,Church of Christ in Nigeria (COCIN) Primary Health Center - Shendam,DV,77
Plateau,PL,Evangelical Church of West Africa (ECWA) Comprehensive Hospital - Bukuru,EC,409
Plateau,PL,Evangelical Church of West Africa (ECWA) Health Clinic - Miango,EV,5
Plateau,PL,Faith Alive Foundation,FA,4350
Plateau,PL,Bene Clinic,FB,10
Plateau,PL,Town Clinic Primary Health Center,FD,3
Plateau,PL,HWOLSHE MEDICAL CENTER,HW,1
Plateau,PL,Jos University Teaching Hospital,JU,6780
Plateau,PL,Kwalla General Hospital,KW,405
Plateau,PL,Evangelical Church of West Africa (ECWA) Health Clinic - Tudun Wada,KZ,10
Plateau,PL,May Hospital - Shendam,MC,5
Plateau,PL,Mangu General Hospital,MG,481
Plateau,PL,Mabudi Primary Health Care Center,MQ,17
Plateau,PL,Our Lady of Apostle (OLA) Hospital - Jos,OL,1856
Plateau,PL,Pankshin General Hospital,PK,960
Plateau,PL,Plateau State Specialist Hospital,PS,3908
Plateau,PL,CCDP Hospital - Panyam,PY,595
Plateau,PL,"Church of Christ in Nigeria (COCIN) Hospital and Rehabilitation Center, Mangu",RC,1703
Plateau,PL,Seventh Day Adventist (SDA) Hospital - Jengre,SD,404
Plateau,PL,Shendam General Hospital,SH,2397
Plateau,PL,Solat Women Hospital,SL,522
Plateau,PL,Tunkus General Hospital,TK,461
Plateau,PL,Shendam A Primary Health Center,UE,9
Plateau,PL,Demshin Primary Health Center,UF,1
Plateau,PL,Kerang Primary Health Center,UQ,1
Plateau,PL,St. Virgillus Catholic Rural Health Center,VC,674
Plateau,PL,Vom Christian Hospital,VH,663
Plateau,PL,Tundun Wada Primary Health Center,VX,51
Plateau,PL,Wubang Primary Health Care Center,WQ,8
Plateau,PL,Bukuru Express Primary Health Center,XD,9
Plateau,PL,Bukuru Central Primary Health Centre,XP,8
Plateau,PL,Zamko Comprehensive Health Center,ZK,1324
