StateName,StateAbbreviation,SiteNameOfficial,SiteCode,PatientPopulation
Benue,BE,Adikpo Katsina-Ala Primary Health Centre,KL,241
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Hospital - Mkar,KM,5138
Benue,BE,Korinya Primary Health Center,KN,627
Benue,BE,St. Mary's Hospital - Okpoga,KP,1489
Benue,BE,Leke Clinic and Maternity,LE,81
Benue,BE,St. Luke's Hospital,LK,68
Benue,BE,Luter Health Clinic,LR,1
Benue,BE,Lord Is Saviour Clinic and Maternity,LS,152
Benue,BE,Buruku KP One Stop Shop			,MB,22
Benue,BE,St. Monica's Hospital -Adikpo,MD,4500
Benue,BE,Fr. Mathias Clinic,MS,693
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Hospital - Mbaakon,MV,1114
Benue,BE,Mercy Clinic,MX,69
Benue,BE,Myom Hospital - Gboko,MY,874
Benue,BE,Northbank General Hospital,NB,399
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Clinic - Wannune,NC,638
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Health Center - Gbe,NE,533
Benue,BE,St. Daniel Hospital,NI,1
Benue,BE,Atekombo Comprehensive Health Center,NJ,1200
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Health Center - Uchi,NK,127
Benue,BE,Mba Agberabu Primary Health Centre,NQ,4
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Clinic - Ishua,NS,1
Benue,BE,New Life Clinic and Maternity,NW,1
Benue,BE,Anzembe Clinic,NZ,101
Benue,BE,Onmba Aondo Comprehensive Health Center,OC,40
Benue,BE,Otia Hospital - Otukpo,OH,5
Benue,BE,Oostra-Gum Clinic and Maternity,OS,746
Benue,BE,Progress Clinic,PC,30
Benue,BE,Kpe-Ambila Primary Health Centre,PE,134
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Clinic -Aku,PF,182
Benue,BE,Kpiliki Clinic and Maternity,PI,1
Benue,BE,Oturkpo General Hospital,PO,1008
Benue,BE,Akputu  Primary Health Center,PU,29
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Primary Health Center - Anber,QD,4
Benue,BE,Ikose Primary Health Center,QK,24
Benue,BE,Queens Clinic,QN,12
Benue,BE,King of Kings Clinic and Maternity,QQ,357
Benue,BE,Tor Tacha Primary Health Centre,QT,9
Benue,BE,Obarike-Ito General Hospital,RA,68
Benue,BE,Jor Maternal and Child Health Clinic,RM,141
Benue,BE,Royal Clinic and Maternity Wuese,RW,60
Benue,BE,Rahama Clinic and Maternity,RX,40
Benue,BE,Sahara Clinic,SA,17
Benue,BE,Sankera General Hospital,SE,5952
Benue,BE,Sev-Av Foundation - Vandeikya,SF,1033
Benue,BE,Salem Hospital,SP,30
Benue,BE,Sandra Hospital,SQ,16
Benue,BE,Sev-Av Foundation - Gboko,SV,1485
Benue,BE,Tordonga Primary Health Center,TD,2545
Benue,BE,St. Thomas Hospital - Ihugh,TH,3189
Benue,BE,Three Brothers Transport Hospital - Gboko,TP,831
Benue,BE,Comprehensive Health Center Tse-Agbaragba			,TS,28
Benue,BE,Tse-Tiah Primary Health Centre,TT,32
Benue,BE,Tse-Agbaragba Primary Health Center,TU,53
Benue,BE,Vandeikya KP One Stop Shop -Virtual,TV,32
Benue,BE,Vandekiya KP One Stop Shop,TV,123
Benue,BE,Ushakaa Hospital,UA,291
Benue,BE,Ugba General Hospital,UB,1978
Benue,BE,Ugba General Hospital,UG,67
Benue,BE,Multicare Hospital,UJ,116
Benue,BE,Ugba Comprehensive Health Center,UP,971
Benue,BE,Bishop Murray Medical Center,UR,4098
Benue,BE,Uzer Local Government Health Center,UZ,2559
Benue,BE,Avaa Gbande Memorial Clinic and Maternity,VA,20
Benue,BE,St. Vincents Hospital,VI,1906
Benue,BE,Vandeikya General Hospital,VK,983
Benue,BE,St. Vincent Aliade,VL,4123
Benue,BE,Mbagen Community Hospital - Abwa,WA,764
Benue,BE,Agwabi Primary Health Center,WB,234
Benue,BE,Woma Clinic and Maternity,WC,1087
Benue,BE,Wende Primary Health Center,WD,1
Benue,BE,Akumator Health Centre,WF,41
Benue,BE,Wannune General Hospital,WG,2455
Benue,BE,Farmter Clinic Abeda,WL,267
Benue,BE,Wannune General Hospital,WN,42
Benue,BE,Waapera Comprehensive Health Center,WP,172
Benue,BE,World Health System Sai,WR,1073
Benue,BE,Wuese Health Centre,WU,1
Benue,BE,Live Clinic		,WW,46
Benue,BE,Asukunya Primary Health Center,YA,129
Benue,BE,Tordoo Clinic,YH,21
Benue,BE,Yaakar Comprehensive Health Center,YK,43
Benue,BE,Yima Hospital,YL,232
Benue,BE,Nyam Ugbeh Clinic,YM,1488
Benue,BE,Tiortyu Local Government Health Center,YU,61
Benue,BE,St. Anthony's Hospital - Zaki Biam,ZB,5016
Benue,BE,Nazareth Hospital,ZH,22
Benue,BE,Nongu u Kristu ke Sudan hen Tiv (NKST) Hospital- Zaki Biam,ZI,3986
Borno,BO,"State Specialist Hospital, Maiduguri",SM,40
Borno,BO,University of Maiduguri Teaching Hospital,UM,25
Ekiti,EK,Okesa Ekiti Comprehensive Health Center,CP,96
Ekiti,EK,"Federal Medical Center, Ido-Ekiti",DE,757
Ekiti,EK,"Ekiti State University Teaching Hospital, Ado-Ekiti",EK,1151
Ekiti,EK,Emure Ekiti General Hospital,EM,107
Ekiti,EK,Ijero Ekiti State Specialist Hospital,JE,112
Ekiti,EK,Ikere Ekiti State Specialist Hospital,KE,257
Ekiti,EK,Omuo Ekiti General Hospital,OM,100
Ekiti,EK,Oye Ekiti General Hospital,OY,63
Ekiti,EK,Ilawe Ekiti Comprehensive Health Center,WE,61
Ekiti,EK,General Hospital Iye,YE,29
Ekiti,EK,Iyin Ekiti General Hospital,YN,66
Enugu,EN,University of Nigeria Teaching Hospital,UN,35
Kaduna,KD,Ahmadu Bello University Teaching Hospital,AB,12
Lagos,LA,"Agboju Primary Health Centre ",AG,195
Lagos,LA,Ancilla Catholic Hospital,AN,167
Lagos,LA,"Akonwonjo Primary Health Centre ",AU,26
Lagos,LA,Christ the King Catholic Hospital - Akowonjo,CK,93
Lagos,LA,COUNTY HOSPITAL,CR,13
Lagos,LA,Cele Apata Primary Health Center,CX,4
Lagos,LA,Egan Primary Health Center,EG,9
Lagos,LA,Ikeja Primary Health Center,EJ,61
Lagos,LA,General Hospital Epe,EP,7
Lagos,LA,St. Kizito Catholic Clinic Eti Osa,ET,451
Lagos,LA,Adefemi Hospital,FH,28
Lagos,LA,"Ifako Primary Health Centre ",FK,356
Lagos,LA,"Falomo Police Hospital ",FL,379
Lagos,LA,Festac Primary Health Center,FX,34
Lagos,LA,Alimosho General Hospital,GA,2686
Lagos,LA,"Gowon Estate Hospital - Ipaja    ",GE,99
Lagos,LA,Agodo Primary Health Center,GO,63
Lagos,LA,Adeniyi Jones Millennium Development Goal (MDG) Primary Health Center,GT,7
Lagos,LA,Holy Family Hospital Lagos,HF,136
Lagos,LA,HAMKAD  HOSPITAL,HK,1
Lagos,LA,HILL STAR HOSPITAL,HV,83
Lagos,LA,Ogbomoshotedo Primary Health Center,HZ,2
Lagos,LA,General Hospital Ifako Ijaiye,IF,1597
Lagos,LA,Isheri Oshun Primary Health Center,IH,13
Lagos,LA,Ibeju-Lekki General Hospital,IL,942
Lagos,LA,Ipaja Primary Health Centre,IP,153
Lagos,LA,"Iru Primary Health Centre ",IR,98
Lagos,LA,Ajeabo Primary Health Centre,JB,170
Lagos,LA,Ojokoro Primary Health Center,JP,8
Lagos,LA,Heartland Alliance Ilupeju OSS			,LA,73
Lagos,LA,Obalende Primary Health Center,LB,15
Lagos,LA,Lagos State University Teaching Hospital,LG,4813
Lagos,LA,St. Leo Medical Centre,LM,58
Lagos,LA,Lagoon Hospital Ikeja,LN,4
Lagos,LA,Ajegunle-Ilo Primary Health Center,LP,7
Lagos,LA,Lagos University Teaching Hospital (LUTH),LU,5920
Lagos,LA,68 Military Hospital (Nigerian Army Reference Hospital),MH,7
Lagos,LA,MOTHER THERESA MEDICAL CENTRE - IDIMU,MT,137
Lagos,LA,Mushin General Hospital,MU,677
Lagos,LA,BMM HOSPITAL,MZ,31
Lagos,LA,Nigerian Institute of Medical Research (NIMR),NM,40
Lagos,LA,Ojodu Primary Health Care,OJ,505
Lagos,LA,Ogba-Oluwole Primary Health Center,OO,19
Lagos,LA,Igbo-Efon Primary Health Center,OZ,86
Lagos,LA,"Akinyele Primary Health Centre ",PR,7
Lagos,LA,Ikate Primary Health Center,PT,64
Lagos,LA,Palm Avenue Primary Health Center,PV,248
Lagos,LA,"Mary the Queen Hospital - Akowonjo  ",QU,112
Lagos,LA,"Aregbesola Primary Health Centre ",RB,777
Lagos,LA,DURO SOLEYE HOSPITAL,RD,9
Lagos,LA,El-Rhema Vision Hospital - Gowon Estate,RH,2
Lagos,LA,Aboru Primary Health Center,RO,14
Lagos,LA,Regina Mundi Hospital,RZ,76
Lagos,LA,Isolo Road Primary Health Center,SJ,11
Lagos,LA,St. Joseph Mission Clinic Kirikiri,SY,65
Lagos,LA,UPTOWN MEDICAL CENTER,WT,2
Lagos,LA,Agbado Primary Health Care Center,WV,33
Lagos,LA,Olusosun Primary Health Center,XU,6
Lagos,LA,Ayobo Primary Health Centre,YP,11
Lagos,LA,Awoyaya Primary Health Center,YY,7
Ogun,OG,Babcock University Teaching Hospital (BUTH),BB,12
Ogun,OG,Olabisi Onabanjo University Teaching Hospital (OOUTH),BJ,1553
Ogun,OG,Idi Iroko General Hospital,DR,252
Ogun,OG,Ifo General Hospital,FO,1434
Ogun,OG,"Federal Medical center, Abeokuta",FT,1180
Ogun,OG,Ita-Alapo Primary Health Center,IA,1
Ogun,OG,Ijoko Primary Health Center,II,109
Ogun,OG,State Hospital - Ijebu Ode,IJ,2694
Ogun,OG,Jesus is Love and Power Catholic Hospital - Ifo,JF,32
Ogun,OG,Ogijo Primary Health Care,JG,119
Ogun,OG,St. Mary's Clinics - Ajilete,JL,159
Ogun,OG,"Sacred Heart Catholic Hospital, Lantoro",LT,1595
Ogun,OG,Ota Primary Health Center,OP,395
Ogun,OG,Ogere Primary Health Center - Ikenne,RQ,1
Ogun,OG,Specialist Hospital - Ilaro,SI,461
Ogun,OG,Isara State Hospital,SS,1
Ogun,OG,Isaga Owode Health Center,SW,167
Ogun,OG,Makun Primary Health Care,UD,25
Ogun,OG,Agbado Primary Health Care Center,VJ,64
Ogun,OG,Oba Ademola II Maternity Hospital,XJ,20
Ogun,OG,Oke-Ilewo Family Health Center,XK,2
Ogun,OG,Ita-Osu Primary Health Center,XL,28
Ogun,OG,Okeoyinbo Primary Health Center	,XO,1841
Ogun,OG,Sabo Primary Health Care Center,XY,2
Ogun,OG,Olose Primary Health Center,XZ,17
Ogun,OG,Ayetoro General Hospital,YT,140
Ondo,ON,"Bolorunduro General Hospital ",BD,40
Ondo,ON,Oke Aro Basic Health Center,BH,3
Ondo,ON,"Mother and Child Hospital, Ondo",CM,152
Ondo,ON,Ido-Ani General Hospital,DA,11
Ondo,ON,Idanre General Hospital,DN,195
Ondo,ON,Iju Itaogbolu General Hospital,JO,124
Ondo,ON,Igbokoda General Hospital,KD,164
Ondo,ON,Ipe Akoko General Hospital,KO,52
Ondo,ON,"State Specialist Hospital, Ikare",KR,527
Ondo,ON,"State Specialist Hospital, Akure",KU,2101
Ondo,ON,Ile-Oluji General Hospital,LJ,98
Ondo,ON,"Model Comprehensive Health Centre, Ifon ",MF,9
Ondo,ON,Moferere-Oja Comprehensive Health Center,MJ,38
Ondo,ON,"Mother And Child Hospital, Akure ",ML,207
Ondo,ON,Irun Akoko General Hospital,NA,61
Ondo,ON,Iju-Odo National Primary Health Center,NP,83
Ondo,ON,Oba-Ile Comprehensive Health Center,OB,29
Ondo,ON,"State Specialist Hospital, Ondo",OD,914
Ondo,ON,Ore General Hospital,OR,745
Ondo,ON,Okitipupa State Specialist Hospital,OT,461
Ondo,ON,"Federal Medical Centre, Owo",OW,1258
Ondo,ON,St. Catherine's Hospital - Iwaro-Oka,QC,467
Ondo,ON,Error,QCCCCC,15
Ondo,ON,Arakale Comprehensive Health Center,RK,257
Ondo,ON,Igbotako General Hospital,TA,33
Ondo,ON,St. Theresa's Catholic Health Center - Odo-Irele,TQ,1
Ondo,ON,Ode-Irele Comprehensive Health Center	,VQ,43
Ondo,ON,Iwaro-Oka General Hospital - Akoko,WK,119
Ondo,ON,Owo General Hospital,WO,179
Ondo,ON,Ifon Basic Health Centre,XE,32
Ondo,ON,Maria Mater Misericordiae Catholic Hospital - Oke-Idera,ZJ,9
Ondo,ON,Isaipen Basic Health Center,ZU,38
Osun,OS,Seventh Day Adventist Hospital Ile-Ife,DL,226
Osun,OS,Ede Specialist Hospital,ED,197
Osun,OS,Our Lady of Fatima Catholic Hospital - Jaleyemi,FC,116
Osun,OS,State Hospital Iwo,IW,384
Osun,OS,Ladoke Akintola University Teaching Hospital - Oshogbo,LQ,1879
Osun,OS,Obafemi Awolowo University Teaching Hospital (OAUTH) Complex,OA,1649
Osun,OS,Ila Orangun State Hospital,PL,152
Osun,OS,Omoda Primary Health Center,QV,49
Osun,OS,Ikire Specialist Hospital,SK,228
Osun,OS,Wesley Guild Hospital Ilesha,WS,175
Osun,OS,Obajoko Ila Primary Health Care	,YV,15
Osun,OS,St. Zeno Catholic Hospital-Iwo,ZL,87
Oyo,OY,Baabo Primary Health Center,AA,11
Oyo,OY,Molete Primary Health Centre,AC,3
Oyo,OY,Adeoyo Maternity Hospital,AD,3274
Oyo,OY,Aafin Primary Health Centre,AF,17
Oyo,OY,St. Anne's Anglican Hospital - Molete Ibadan,AS,396
Oyo,OY,Ogbooro Primary Health Center,BF,12
Oyo,OY,Baptist Medical Center Saki,BM,303
Oyo,OY,Ikose Primary Health Center	,BQ,1
Oyo,OY,Aba Emu Primary Health Centre,EF,18
Oyo,OY,"St. Mary's Catholic Hospital, Eleta",EH,327
Oyo,OY,Elekuro Primary Health Centre,EL,19
Oyo,OY,"General Hospital, Okeho",HO,404
Oyo,OY,"General Hospital, Iseyin",IS,416
Oyo,OY,Igbeti General Hospital,IT,225
Oyo,OY,Jericho Specialist Hospital,JH,14
Oyo,OY,Igboho General Hospital,JQ,24
Oyo,OY,"General Hospital, Kisi",KS,122
Oyo,OY,Our Lady's Catholic Hospital - Iseyin,LI,249
Oyo,OY,Bodija Olive Primary Health Center	,LO,2
Oyo,OY,Ori Eru Primary Health Centre,OE,18
Oyo,OY,Adaramagbo Olomi Primary Health Center,OF,113
Oyo,OY,Ogbomosho State Hospital,OG,1127
Oyo,OY,Olorunsogo Model Primary Health Center,OQ,174
Oyo,OY,Otu Comprehensive Health Centre,OX,9
Oyo,OY,Gambari Primary Health Center	,PP,128
Oyo,OY,Alapafon Primary Health Center,PQ,32
Oyo,OY,Apete Primary Health Centre,PW,8
Oyo,OY,Ipapo Primary Health Centre,PX,99
Oyo,OY,Shasha Primary Health Center,QE,6
Oyo,OY,Katangua Primary Health Center,QG,11
Oyo,OY,Agbongbon Health Centre,QI,13
Oyo,OY,Odinjo Primary Health Centre,QX,22
Oyo,OY,Ring Road State Hospital,RS,106
Oyo,OY,University College Hospital,UC,4949
Oyo,OY,Alegongo Primary Health Center,VG,80
Oyo,OY,Alhaja Sarat Adesina Health Center - Ogbere Baba	,VS,4
Oyo,OY,Ojaigbo (Ibrahim Taiwo) Primary Health Center,VT,73
Oyo,OY,Iwo Road Primary Health Centre,WI,1
Oyo,OY,St. Peter's General Hospital - Aremo,WM,2
Oyo,OY,Adifase-Apata Primary Health Centre,WZ,60
Oyo,OY,Adebayo Alata Primary Health Centre,XA,1
Oyo,OY,Bashorun Oluwonla Primary Health Centre,XB,22
Oyo,OY,Ilora General Hospital,XF,132
Oyo,OY,Abogunde Baaki Health Centre,XG,4
Oyo,OY,Oba Adeyemi Primary Health Centre,XH,6
Oyo,OY,Ilora Primary Health Centre,XI,54
Oyo,OY,Monatan Primary Health Centre,XM,2
Oyo,OY,Iresa Adu Primary Health Centre,XQ,106
Oyo,OY,Ojoo Primary Health Centre,XR,23
Oyo,OY,Isale Taba Model Primary Health Centre,XT,12
Oyo,OY,Omi Adio Primary Health Centre,XW,7
Oyo,OY,Okeadu Primary Health Center,YC,61
Oyo,OY,Oniyanrin Primary Health Centre,YR,17
Oyo,OY,Ayeye Maternity Health Center,YW,7
Oyo,OY,Idi Ogungun Primary Health Centre,ZD,2
Oyo,OY,Aperin Oniyere Primary Health Centre,ZP,41
Oyo,OY,"Iseke Maternity Centre, Oyo",ZT,29
Oyo,OY,Boluwaji Primary Health Centre,ZW,2
Oyo,OY,Moniya Primary Health Centre,ZY,36
Plateau,PL,Angware General Hospital,AW,110
Plateau,PL,Barkin Ladi General Hospital,BL,1381
Plateau,PL,Bingham University Teaching Hospital,BU,3207
Plateau,PL,Amper Central Primary Health Care Center,CQ,22
Plateau,PL,Amper Model Primary Health Care Center,CW,3
Plateau,PL,Church of Christ in Nigeria (COCIN) Primary Health Center - Daffo,DF,3
Plateau,PL,Dengi General Hospital,DG,836
Plateau,PL,Dadin Kowa Comprehensive Health Center,DK,358
Plateau,PL,Church of Christ in Nigeria (COCIN) Primary Health Center - Shendam,DV,78
Plateau,PL,Evangelical Church of West Africa (ECWA) Comprehensive Hospital - Bukuru,EC,465
Plateau,PL,Evangelical Church of West Africa (ECWA) Health Clinic - Miango,EV,5
Plateau,PL,Faith Alive Foundation,FA,5420
Plateau,PL,Bene Clinic,FB,10
Plateau,PL,Town Clinic Primary Health Center,FD,20
Plateau,PL,HWOLSHE MEDICAL CENTER,HW,1
Plateau,PL,Jos University Teaching Hospital,JU,8231
Plateau,PL,Kwalla General Hospital,KW,648
Plateau,PL,Evangelical Church of West Africa (ECWA) Health Clinic - Tudun Wada,KZ,17
Plateau,PL,May Hospital - Shendam,MC,177
Plateau,PL,Mangu General Hospital,MG,593
Plateau,PL,Mabudi Primary Health Care Center,MQ,17
Plateau,PL,Our Lady of Apostle (OLA) Hospital - Jos,OL,2018
Plateau,PL,Pankshin General Hospital,PK,1077
Plateau,PL,Plateau State Specialist Hospital,PS,4607
Plateau,PL,CCDP Hospital - Panyam,PY,827
Plateau,PL,Shendam B Primary Health Center,QB,1
Plateau,PL,"Church of Christ in Nigeria (COCIN) Hospital and Rehabilitation Center, Mangu",RC,2017
Plateau,PL,Seventh Day Adventist (SDA) Hospital - Jengre,SD,476
Plateau,PL,Shendam General Hospital,SH,2586
Plateau,PL,Solat Women Hospital,SL,593
Plateau,PL,Tunkus General Hospital,TK,503
Plateau,PL,Shendam A Primary Health Center,UE,9
Plateau,PL,Demshin Primary Health Center,UF,1
Plateau,PL,Kerang Primary Health Center,UQ,1
Plateau,PL,St. Virgillus Catholic Rural Health Center,VC,791
Plateau,PL,Vom Christian Hospital,VH,873
Plateau,PL,Tundun Wada Primary Health Center,VX,57
Plateau,PL,Wubang Primary Health Care Center,WQ,8
Plateau,PL,Rayfield Primary Health Center,XC,34
Plateau,PL,Bukuru Express Primary Health Center,XD,16
Plateau,PL,Bukuru Central Primary Health Centre,XP,9
Plateau,PL,Yelwa East Primary Health Center,YQ,11
Plateau,PL,Gumsher Primary Health Care Center,ZG,16
Plateau,PL,Zamko Comprehensive Health Center,ZK,1416
Yobe,YO,"Federal Medical Center, Nguru",NU,1
